Product,Rating,Title,Review,Brand,Line,RatingNumeric,HairPattern,HairDensity,ScalpCondition,HairConcerns
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",2.0 out of 5 stars,not a fan,"i have thin, fine, wavy hair with low porosity, and had high hopes for this to nourish my hair without weighing it down.  it didn't.  if i stick with this and the moptop shampoo, i get a ton of buildup and my hair just looks and feels gross.i do have very hard water, so if yours is soft, you might have better results, but i'll be looking for something else.",Moptop,Conditioner,2,wavy,fine,flaky scalp,"frizz, dryness, breakage, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,not for kinky/coily/transitioning hair!,i was excited to try after reading so many fabulous reviews. i used this after using shampoo and conditioner and it was not thick enough nor did i feel like it penetrated the hair shaft. i tend to look the other way when i see a product that claims to work on all hair types including fine hair... i am a women of color and my hair is far from fine. save your money if you have kinky coarse textured hair as this will not be enough for you. if you have fine hair and are type 3 and above will probably work great for you.,Moptop,Conditioner,1,coily,fine,dry scalp,"dryness, color-treated"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,product cause sharp unbearble pain in my eyes :(,the product is supposed to be organic but it burns eyes so much! it burns when you wash hair. and then a day later i got an unbearable sharp pain in my eyes that i could not open them because it felt like knife is cutting right through them. it took me a few episodes to understand what was causing that pain a day later after the wash. stopped using a product and the pain did not come back. never buying any of moptop products again!,Moptop,Conditioner,1,3b,,,
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,works,"i have a stubborn scalp , most products make my scalp break out to the point of itching so much it bleeds , since i have been using moptops gentle shampoo and daily conditioner ( almost a year now ) this problem has stopped .  i decided to give their leave-in conditioner a try as i do still get the flyaway frizzy stuff especially in humid weather . i have to admit that it feels strange when first applying to my hair , and i initially thought this would turn out to  be too heavy for my fine , slightly wavy hair , however after drying ( i only partially blow dry , i don't have enough time to be bothered with a full blow dry ) my hair isn't weighed down , it doesn't look greasy , it's shiny , smells good and it's soft . the frizzies are reduced to almost non existent . you don't need to use a lot of this either , my hair is half way down my back and it's fairly thick , i only use an amount that would equal maybe 2 nickels stacked on my palm and it does the job .",Moptop,Conditioner,5,wavy,fine,sensitive scalp,"frizz, dryness, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,loving this product!!!,"i am having very positive results with this product. i can use a small amount (less than a teaspoon for sure) on my thick, wavy-to-curly, shoulder length hair and i get nice, soft, lovely waves/curls for at least three days. it renews with water in the morning. plus, my head never gets itchy and there’s no build up of product on my hair or scalp. i’m using it with other brands of sulfate and paraben free shampoo and conditioner, but when i run out, i’m curious to try other moptop products! it’s a pleasure to simply shampoo, condition and apply just this one styling product!",Moptop,Conditioner,5,wavy,thick,sensitive scalp,"volume, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,nice!,"quite frankly i have been dreading wearing my hair curly after flat ironing it all winter and early spring. but the humidity is now at a point here in georgia that i can’t wear it straight even with anti-humidity hairspray. some aspects that i was dreading was my hair not drying for six hours and significant gel residue on the nape of my neck and on my chest that is even hard to get off with wet towel.  thankfully kinky curly was out of stock. i washed my hair and applied moptop and went outside in the hot sun and did yardwork. sweating profusely. most of my hair dried though! i pulled and stretched out the curls and still have good definition. going out for a walk with temp still 86f. will see how good of a hold i keep. that is always a challenge for me though. end of day my curls have lost a lot of definition. i have super fine non porous bi racial hair and have to scrunch my hair to get curls and use tangle teaser too, to help bring out my curls. very pleased",Moptop,Conditioner,5,straight,fine,sensitive scalp,"dryness, volume, heat damage"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,a product that i use. does not sit on the shelf.,i am not sure why my very 4c hair thrives with this product. i have eczema and this does not result in a breakout. my hair feels soft and healthy. definitely provides the hydration my hair requires on a daily basis. the dry spots will thank you!,Moptop,Conditioner,5,4c,,sensitive scalp,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,amazing curl results,"i use this mop top product to create my  amazing beautiful 4b type hair curls.the results are amazing!!! nothing else is needed. i love this product. it leaves my hair moisturized & soft. this has been my go to product for a couples yrs now after being natural.the texture is of this product is of a gooey, slime gel, i rub it in with little effort & just really allow it to air dry or sometimes w/the use of a hand dryer.the curls are just truly defined, as i get compliments & request for my product use all the time.it’s a bit pricey but the product results are worth it.",Moptop,Conditioner,5,curly,fine,sensitive scalp,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,holy crap my hair has never been so happy,"i wish i would have known about this product before i cut off all of my hair. i went from frizz to happy curls in a matter of a few washes. it's difficult to keep my hair moisturized out here in the dry desert, so it's so satisfying to see happy hair after years of struggling with hagrid hair.the only downfall was the packaging. the bottles were just thrown in a paper sack with a little bit of tape on their lids. unfortunately the shampoo opened and i lost a good amount of shampoo.",Moptop,Conditioner,5,curly,medium,dry scalp,"frizz, dryness"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",3.0 out of 5 stars,not enough for 3b hair,"fine blonde 3b hair, not heavy enough, not enough moisture, not enough slip. i have the custard too. i don't like the mop top brand. it's also too perfumey.",Moptop,Conditioner,3,3b,fine,dry scalp,"dryness, frizz, breakage, color-treated"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,i don't understand the good reviews,"i barely ever leave reviews, but i wish there had been more reviews warning me about this product. it smells like nailpolish remover, and while it feels rather slimy or oily going on, it leaves my hair extremely dry. an hour after application, my hair looks like a frazzled mess that hasn't been conditioned in ages. the weird chemical smell lingers and is pretty unbearable, too. hair feels somehow both dry and greasy (!) to the touch.i have wavy 2b/2c hair and this might work for other types, even though this type of product usually works quite well for me, so i really just think it's this particular brand.i see other reviews saying that the product sold on amazon might have gone bad or is not comparable to the product you can buy elsewhere. maybe that's the problem? either way, i strongly recommend you don't order this for your hair!",Moptop,Conditioner,1,wavy,fine,sensitive scalp,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,my new love!,custards have never worked for my hair. i have mulitextured hair ranging from 2b to 3a. it's fine to medium and medium density. the moptop custard does not weigh my hair down at all and it doesn't leave a productly film i often get from other products. it definitely enhances my texture and gives me volume. i do have to top it off with another product for additional hold but that doesn't bother me...this stuff is holy grail for me.,Moptop,Conditioner,5,3a,fine,,volume
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,serious hydration that brought my curls back to life!,"this product literally brought my chemically treated, over dried, hair back to life!  it has shine and softness again.  no other deep conditioner has worked this effectively.  this morning i used quidad moisturizing shampoo and conditioner (blue line), then it's a 10 leave-in + keratin (orange top) spray onto drenched curls, and easily finger-combed the mop top curl custard through, and scrunched several times.  plopped my hair up in terry turban, while completing other tasks worth about 5-7 minutes. removed towel and clipped roots up.  once dry enough, removed clips.  my hair looked so good all work day.  left a light gel cast, similar to devacurl gel, until i manually loosened them up.  then the hair was soft and even more shiny.  this product is a must if you have over dry curls.",Moptop,Conditioner,5,curly,fine,sensitive scalp,"dryness, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,unexpectedly good for mixed curls,"stuff is unexpectedly good, came in with low expectations. i’m a guy with medium length mixed 3a/c curls and most specialty products targeted at my hair type are either too heavy or too drying. have spent hundreds of dollars on product over the past two years. nothing i’ve tried before has been this good.hold, moisture, and shine all in one product. no need to layer product for my hair. routine since purchasing: co-wash with a cheap cg-approved conditioner, glide pick through hair, rinse, apply glob of mop top root to end, air dry and forget about it.",Moptop,Conditioner,5,curly,fine,dry scalp,"dryness, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",4.0 out of 5 stars,soft but weight on hair,i have low porosity 3c hair but needed some moisture. i am using mostly the as i am product line but they lack a true conditioner. i tried this conditioner to add moisture to my hair. while it does that and makes it very soft. it adds a lot of weight to my hair and adds to the frizzy. but if you are looking for moisture this is a great product.,Moptop,Conditioner,4,3c,medium,dry scalp,frizz
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,my go to curl secret,"this product has become a mainstay in my curly hair routine.  i have 3b curls, and it really leaves my hair soft and bouncy, people stop me in my tracks to ask what i use.  love the light cast it leaves once it dries, which i massage out to take my look to a soft non crunchy look.  i also love that there isn't a heavy scent - it's just right and fades away once dry. i hope the company keeps using the jar because that;'s the easiest way to style my curls, i just hate it when companies switch their products to bottles.",Moptop,Conditioner,5,curly,fine,,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,80’s perm scented.,"so if that’s your thing, go for it.  as mentioned in another review, this is so strongly scented as to exclude one from many public places. the curly custard smelt strongly of citrus, but the leave in, i’m sorry to have to say, smells chemical and just nasty. i know other people have said it smells great, so each to their own. btw, i’m not smell sensitive, and have never complained about scent before. jsyk.",Moptop,Conditioner,1,curly,fine,,volume
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,excellent curl custard,i have half-a** white girl waves (2a-3a) from chemotherapy. this custard coaxes my waves into loose ringlets w/out weighing them down. the 1st jar i received was really runny & not custard-like at all but worked nicely. i'm on my 2nd jar is more custard/gel-like & giving me even better results.,Moptop,Conditioner,5,wavy,medium,sensitive scalp,"volume, shine, color-treated"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",3.0 out of 5 stars,not the best for summer humidity,"packaging : definitely could have been better, the seal under the lid was barely attached and there was a little spillage of the gel because of that. the barcode/info sticker looked like it had gotten wet at some point. however the contents of the container appear to be in good condition.performance: nice texture to the gel, applies easily, smells good, dries relatively quickly. decent amount of hold but more difficult to completely break the cast than kinky curly custard. does have a lot of glycerin in it so it is not good in the summer humidity. my normally minimally frizzy 2b wavy hair looked poodle-esk after only a few minutes out air conditioning. i also had some white flaking as it apparently interacts with miss jessie’s  curl cream.overall it’s an okay purchase if it’s not humid outside and i’m in a hurry to leave the house with dry hair. i think it will be more of a winter product and will update back.",Moptop,Conditioner,3,wavy,fine,sensitive scalp,"frizz, dryness"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,well worth the money!,i have been going through trying many “clean” curly girl approved products and this and the custard are in my top 5.  leaves hair so soft and defined!  must have curl products for me!,Moptop,Conditioner,5,curly,fine,,shine
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",4.0 out of 5 stars,good product,this cuts oil a little more effectively than other co-washes but moisturizes less. i use it on my roots and another in my length. it’s a good product and for the correct hair type a great hair product. i have mixed hair with a loose curl and a slight tendency towards dryness. i use it on my daughter who has very curly hair and it works well to get all of the days messes out of her hair although i must follow up with a deep conditioner,Moptop,Conditioner,4,curly,fine,oily scalp,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,this conditioner is amazing! it is the only conditioner that will actually ...,"this conditioner is amazing! it is the only conditioner that will actually moisturize my lower then low porosity hair. everything else has too much protein, or too much oil for my hair, leaving it dry and brittle. i have fine wavy hair, but a lot of it. this moisturizes very well, but never leaves my hair weighed down or greasy. it actually gets into my hair shaft, rather then just sitting on top! i have tried so many conditioners, and can not handle chemical smells. this is scented with citrus essenial oils, and the smell does not linger. it is also a very pure, natural product, which is very important to me. i am very grateful to mop top for making such a wonderful product. if not for this, my poor hair would be dry as a dessert. don't ever stop making it!",Moptop,Conditioner,5,wavy,fine,sensitive scalp,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,product causes a burning sharp pain in my eyes:(,the product is supposed to be organic but it burns eyes so much! it burns when you wash hair. and then a day later i got an unbearable sharp pain in my eyes that i could not open them because it felt like knife is cutting right through them. it took me a few episodes to understand what was causing that pain a day later after the wash. stopped using a product and the pain did not come back. never buying any of moptop products again!,Moptop,Conditioner,1,3b,,,
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",3.0 out of 5 stars,would be great if it weren't for the smell...,"as a product, it's great — does exactly what it says it does and does it well. frankly, this would probably be my favorite product of all time if it weren't for the sickly-sweet and overpowering scent that just reminds me of cheap sugary products. i don't smell the ""citrus"" at all. i used it this morning and although the scent has faded over time, my headache that came from it is still lingering. if there's an unscented version of this product, i'd jump on it without hesitation. as is, though, i wouldn't buy it again.",Moptop,Conditioner,3,wavy,thick,sensitive scalp,shine
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,i loveee,"i have 2b hair that is just below shoulder length. used this tonight for the first time during squish to condish, after applying a leave in. i used maybe 3 quarter sizes worth of product and i did not use any gel, because after reading the reviews i was really curious to see what it would do on its own. it did create a *little bit* of a cast.my hair looks great, however next time i'll use a little more product and see what happens. and then i'll try a bit of gel with it, and report back. so far i am very happy with this product.",Moptop,Conditioner,5,curly,,dry scalp,"dryness, breakage, shine, volume"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,smoothe defined curls,"this product is great! keeps my curls defind while not weighing them down. i use a leave in conditioner and oils with it. when i break the cast after it dries my curls are smoothe and soft. much lighter than eco or kinky curly, and no sticky feeling.my official go-to.",Moptop,Conditioner,5,straight,fine,,"breakage, dryness, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,best curl custard,"i have very fine 2c/3a hair. almost everything weighs it down. this curl custard does not. it makes my curls bouncy. i use leave in, then the curl custard, then a tiny amount of hard hold gel. then i diffuse the roots and let the rest air dry. will be purchasing the 16oz jar from now on. will also be transferring to a pump bottle. the smell is not my favorite but does disappear once it dries. will continue to purchase!",Moptop,Conditioner,5,curly,fine,,dryness
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",2.0 out of 5 stars,didn't work for me,"i bought this based off a review i saw on ig. although this smelled great and made my hair super shiny, i ended up throwing it away. once it dried it flaked so bad and got all over my clothes. it looked like i had terrible dandruff. what a waste of money! back to bellacurls!",Moptop,Conditioner,2,curly,medium,flaky scalp,shine
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,absolutely horrible. please read,"i tried to give this product the benefit of the doubt. i even tried it for a full 3 months. however, the smell and quality is absolutely horrendous. if you like smelling like candied coconut mixed with playdough...you'll love this scent! i had to spray hairspray or perfume on my head anytime i conditioned with this. not only that, it left the most residue and buildup in my hair i've ever had. let me remind you, i used this for 3 months, not changing any other products and this conditioner made my hair greasy, stringy, and smelling like a literal child covered in playdough. honestly, the worst conditioner i have ever used in my life.",Moptop,Conditioner,1,curly,medium,flaky scalp,"frizz, dryness, volume, breakage, shine, split ends"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,works great on small child,"i'm a new to curly hair products because my daughter has curly hair and i don't.  her hair is fairly wavy but before mop top it just looked messy so i always put it up in pony tails.  i got recommended a bunch of products but was looking for a more affordable option for my 4 year old.  i really like this stuff.  it smells great (so good that i use it in my hair to keep down my fly always because of the nice scent!).  it helps define her curls in the morning.  we hair wash at night, so by morning her hair is just a wavy bed head mess.  all i really need is this mop top stuff, although sometimes i do a detangler or mousse.  but i've found mop top is all i really need to make her hair presentable to wear curly.",Moptop,Conditioner,5,wavy,fine,,"shine, frizz, volume"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,best hair product i have ever tried!,"i read the reviews and was kind of nervous about spending the money for something i had never heard of! i hate stuff that leaves my hair feeling dirty or heavy! i'm so glad i took the leap! i made my mom try it (who never does anything with her hair) and it made her hair so much healthier looking... and brought the curls out so nicely! my niece, who is mixed, tried it... and she loved it as well! so pretty much... it doesn't matter how curly your hair is, or what nationality you are... try this! no regrets!",Moptop,Conditioner,5,curly,fine,sensitive scalp,"shine, volume"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",4.0 out of 5 stars,not bad,"i didn't dislike this product, i'm just finding that i don't like this kind of consistency much. i've tried other custards and a flaxseed gel with the same consistency and it just isn't my thing. i have fine hair, and used this at the beginning of my cg transistion, so it was kind of a 2a-2b wave. the product was nice for a wash-and-wear, one product look. it also smells like sprite to me, which is a pleasant and not over powering smell. unlike some custards, it didn't make my hair look stringy if i used a little too much. i gave what i had left to a friend with coarser, 3b-3c hair and she likes it as a wash-and-wear as well.",Moptop,Conditioner,4,3b,fine,dry scalp,"shine, dryness, volume, breakage"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,great moisture without the weight,"i chose this light conditioner to try out on my daughters fine, straight hair, and also wanted something lighter for my fine 2b waves. i really like it for both of our hair. it actually leaves my daughter's fine hair kind of plumped. if you leave it in awhile, it deeply moisturizes and feels almost like buttery smooth. yet still is so light, unlike butters and oils that weigh hair down.  it's keeping my 2b waves much more bouncy as oppose to some of the heavier butter like cowashing i did in the past.  i plan to use this for my daily conditioner.",Moptop,Conditioner,5,straight,fine,,"volume, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,tainted product!,"do not order this from amazon!!!can't believe after removing the outside plastic seal, this is what the inner seal looked like. it is dissolving. the section missing from the lid was down inside the product. i went to remove it and it disintegrated. gone! returning and only ordering from moptop direct. this is not going on my hair!!",Moptop,Conditioner,1,curly,medium,sensitive scalp,"breakage, dryness, shine"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,allergenic?,"i have never had an allergy to anything, except to something in this cowash. my scalp was covered in blisters. aside from the reaction, i didn’t find this to be cleansing at all and my hair looked greasier after using this cowash than it did prior to washing. smells nice though.",Moptop,Conditioner,1,coily,fine,sensitive scalp,"frizz, volume"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,rinses well,i appreciate the value of this product in terms of quantity and quality which definitely justifies its price. i chose this because it was recommended by the cgm website for those with long 2a hair. it rinses well where i do not have to stand long in the shower just to rinse it off. it makes my hair really shiny without being weighed down. i wish this came in a bigger bottle with a pump.,Moptop,Conditioner,5,coily,fine,,shine
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,i didn't think i had waves! i do!,"i went for a perm, but my stylist talked me or of it-she said i had volume and waves, i just needed the right cut and products. she added some layers and sold me some shampoo, and i bought some mop top, after reading reviews. after about a month of using this product, plus avoiding straightening, i actually have a head full of bouncy waves! the scent dries fresh and mild, it doesn't leave hair crunchy, and it spreads lightly and evenly.  i recommend trying it, and i will be purchasing more!",Moptop,Conditioner,5,straight,fine,sensitive scalp,volume
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,do not buy,"this product leaves your hair looking disgusting. it flakes like crazy, which makes no sense because it’s for curly hair so it should be scrunchable. not even close, don’t waste your money.",Moptop,Conditioner,1,curly,medium,flaky scalp,"frizz, split ends, dryness"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,excellent product for defining curls!,"this is my first experience with moptop. i’m a loyal deva curl user for many years but my curly hair is getting looser the older i get, and a good product is needed more than ever to alleviate frizz and define curl. the smell is a mild citrus, very tolerable, and the texture appears water soluble and blended well into my damp hair. no residue and dried slightly crisp which i could somewhat shake out. however i prefer a stronger hold, especially as the day wears on in humidity. the key is to leave your hair alone when you apply product and that’s always a challenge. with deva, i combine several different products to get good hold. this one does it all by itself. i’m very pleased so far.",Moptop,Conditioner,5,curly,fine,sensitive scalp,frizz
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",1.0 out of 5 stars,no slip,"i purchased bc a cgm youtuber said this conditioner had great slip - absolutely not! no slip at all, didn’t help with tangles at all.also - less of a big deal- i had to squeeze package so hard that i creased the packaging. this is with the bottle full of product.  i cannot imagine how difficult it would have been later.",Moptop,Conditioner,1,wavy,medium,sensitive scalp,volume
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,amazing!,"i rarely write product reviews, but this sh*t is amazing. the internet made me buy it—specifically, the real life curly girl on youtube. i have wavy (2b if you follow curly girl method) hair that is long, medium density, medium thickness, and pretty porous (colored). this product is not heavy, is not crunchy, and provides some volume with zero frizz. it can be used on its own for curl and medium hold or under a gel as just a curl activator. new holy grail—i keep trying other things, and they don’t come close. i was not paid for this review.",Moptop,Conditioner,5,wavy,fine,,"frizz, volume"
"﻿MopTop Gentle Shampoo, Natural Hair Moisturizer, Reduces Frizz, Color Safe Volumizing Shampoo - For All Hair Types, Straight, Curly, Wavy, Thin, Coily (8 oz)",5.0 out of 5 stars,great stuff and smells good,my fine 2b curls loved this stuff! plus it didn’t weigh my hair down which is always my biggest issue. i used it with the curly custard by mop top. great combo for nice hold and hydration!,Moptop,Conditioner,5,curly,fine,,"shine, volume"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,perfect for fine hair.,"i used the deva curl gel for a few years, until it completely dried out my hair. that is when i discovered that i have low porosity hair, and that the deva curl gel is full of protein, which is not good for low porosity hair so, i went looking for something with minimal protein and found the mop top curly hair custard. i wasn't expecting much, because there are no curl holding chemicals in this gel, but i was very surprised to see that my hair was both fluffy and curly after just one little scoop (3 fingers) of gel. with mop top, less is more, so you don't need much. to refresh second day curls, just put a dash of gel and leave in conditioner in a small spray bottle with water. spray and scrunch, and your curls will hold another day or two, even on fine hair. what i like the most is that this product never weighs down your hair. and it smells citrusy, which i like a lot.",Moptop,Conditioner,5,curly,fine,dry scalp,"dryness, volume, shine"
"﻿MopTop Curl Enhancer Gel, Reduces Frizz, Natural Ingredients, Kinky-Coily Curly Hair Gel, Made w/ ﻿Aloe, Sea Botanicals & Honey, (﻿Citrus Medley, 8oz)",5.0 out of 5 stars,i love this shampoo!,"i started the curly/wavy girl method and tried several ""low-poos"", but they were too watery and didn't cleanse my hair. then i tried a moptop sample kit and loved this shampoo and conditioner. the shampoo has the perfect consistency - not too thick but not too watery. for a low-poo it sudses up amazingly, and is easy to scrub into my scalp. i can tell it doesn't cleanse my scalp as well as my clarifying shampoo, but that is to be expected. i will use it 3 out of 4 washes to encourage the natural oils in my hair. it has a great balance of protein vs. moisture. and best of all is the scent - i didn't know bamboo could smell so good! it is an addicting sweet/fresh scent that makes me really look forward to wash days. which says a lot, as i am usually very sensitive to fragrances and there are many hair products i have to toss because the scents really bother me. i'm loving my journey with moptop!",Moptop,Conditioner,5,wavy,thick,sensitive scalp,"dryness, shine, volume"
